veeva_event_id,hcp_id,interaction_id,campaign_id,drug_id,interaction_type,interaction_timestamp,interaction_duration_minutes,interaction_status,interaction_purpose,discussion_topic,follow_up_required,follow_up_date,rep_id,territory,channel,source_system
VEEEVT00010090,HCP1439,INT0010090,CAMP0001,DRUG001,In-Person Visit,2026-05-26 19:18:55,49,Completed,Clinical Evidence,Clinical Evidence,False,,REP021,West,Representative,Veeva_CRM
VEEEVT00011661,HCP1657,INT0011661,CAMP0003,DRUG001,Phone Call,2026-05-26 19:33:03,9,Completed,Treatment Update,Treatment Guidelines,False,,REP002,South,Representative,Veeva_CRM
VEEEVT00011251,HCP1602,INT0011251,CAMP0001,DRUG001,In-Person Visit,2026-05-26 19:44:43,50,Completed,Disease Education,Product Information,True,2026-06-01 19:44:43,REP004,West,Representative,Veeva_CRM
VEEEVT00002445,HCP0352,INT0002445,CAMP0013,DRUG005,Virtual Meeting,2026-05-26 19:55:33,43,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-06-07 19:55:33,REP029,West,Representative,Veeva_CRM
VEEEVT00009055,HCP1289,INT0009055,CAMP0018,DRUG006,Virtual Meeting,2026-05-26 20:21:44,25,Completed,Product Discussion,Clinical Evidence,True,2026-06-04 20:21:44,REP029,North,Representative,Veeva_CRM
VEEEVT00002579,HCP0368,INT0002579,CAMP0015,DRUG005,In-Person Visit,2026-05-26 21:17:00,42,Completed,Treatment Update,Clinical Evidence,False,,REP014,West,Representative,Veeva_CRM
VEEEVT00005717,HCP0816,INT0005717,CAMP0006,DRUG002,In-Person Visit,2026-05-26 22:19:42,39,Completed,New Product Introduction,Efficacy,True,2026-06-08 22:19:42,REP030,South,Representative,Veeva_CRM
VEEEVT00003979,HCP0573,INT0003979,CAMP0005,DRUG002,In-Person Visit,2026-05-26 23:06:08,55,Completed,Treatment Update,Product Information,False,,REP007,South,Representative,Veeva_CRM
VEEEVT00000208,HCP0029,INT0000208,CAMP0022,DRUG008,Phone Call,2026-05-26 23:50:57,18,Completed,Follow-up Discussion,Patient Population,True,2026-06-03 23:50:57,REP006,North,Representative,Veeva_CRM
VEEEVT00009433,HCP1348,INT0009433,CAMP0003,DRUG001,In-Person Visit,2026-05-27 00:31:41,25,Completed,New Product Introduction,Clinical Evidence,False,,REP015,East,Representative,Veeva_CRM
VEEEVT00002560,HCP0366,INT0002560,CAMP0002,DRUG001,In-Person Visit,2026-05-27 01:04:25,30,Cancelled,New Product Introduction,Efficacy,False,,REP011,West,Representative,Veeva_CRM
VEEEVT00011188,HCP1593,INT0011188,CAMP0015,DRUG005,Phone Call,2026-05-27 01:13:28,17,Completed,Follow-up Discussion,Safety,False,,REP006,West,Representative,Veeva_CRM
VEEEVT00001186,HCP0173,INT0001186,CAMP0014,DRUG005,Phone Call,2026-05-27 01:39:40,13,Completed,Disease Education,Treatment Guidelines,True,2026-06-08 01:39:40,REP016,West,Representative,Veeva_CRM
VEEEVT00011685,HCP1662,INT0011685,CAMP0010,DRUG004,In-Person Visit,2026-05-27 02:19:56,60,Completed,Clinical Evidence,Safety,False,,REP023,North,Representative,Veeva_CRM
VEEEVT00009338,HCP1335,INT0009338,CAMP0002,DRUG001,In-Person Visit,2026-05-27 02:45:57,25,Completed,Product Discussion,Dosage,True,2026-05-30 02:45:57,REP009,South,Representative,Veeva_CRM
VEEEVT00000317,HCP0046,INT0000317,CAMP0019,DRUG007,Phone Call,2026-05-27 03:22:41,18,Completed,Clinical Evidence,Dosage,True,2026-06-04 03:22:41,REP009,West,Representative,Veeva_CRM
VEEEVT00010385,HCP1483,INT0010385,CAMP0004,DRUG002,Phone Call,2026-05-27 04:11:05,14,Completed,Treatment Update,Product Information,False,,REP029,West,Representative,Veeva_CRM
VEEEVT00003535,HCP0510,INT0003535,CAMP0004,DRUG002,In-Person Visit,2026-05-27 04:32:06,57,Completed,Disease Education,Patient Population,False,,REP014,West,Representative,Veeva_CRM
VEEEVT00002746,HCP0393,INT0002746,CAMP0017,DRUG006,Phone Call,2026-05-27 04:51:01,17,No Show,New Product Introduction,Dosage,False,,REP023,West,Representative,Veeva_CRM
VEEEVT00008458,HCP1206,INT0008458,CAMP0021,DRUG007,Virtual Meeting,2026-05-27 05:05:31,35,Completed,New Product Introduction,Product Information,True,2026-06-04 05:05:31,REP013,West,Representative,Veeva_CRM
VEEEVT00001688,HCP0243,INT0001688,CAMP0015,DRUG005,Phone Call,2026-05-27 05:34:10,5,Completed,Treatment Update,Dosage,True,2026-06-03 05:34:10,REP014,East,Representative,Veeva_CRM
VEEEVT00010345,HCP1476,INT0010345,CAMP0012,DRUG004,Virtual Meeting,2026-05-27 06:01:01,19,Completed,Disease Education,Safety,True,2026-06-08 06:01:01,REP028,East,Representative,Veeva_CRM
VEEEVT00001705,HCP0245,INT0001705,CAMP0009,DRUG003,Phone Call,2026-05-27 06:13:26,7,Completed,Product Discussion,Treatment Guidelines,True,2026-06-09 06:13:26,REP001,West,Representative,Veeva_CRM
VEEEVT00007203,HCP1030,INT0007203,CAMP0017,DRUG006,Phone Call,2026-05-27 06:32:45,9,Completed,Treatment Update,Dosage,False,,REP027,South,Representative,Veeva_CRM
VEEEVT00010092,HCP1440,INT0010092,CAMP0021,DRUG007,Virtual Meeting,2026-05-27 06:38:36,20,Completed,Treatment Update,Clinical Evidence,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00001859,HCP0270,INT0001859,CAMP0011,DRUG004,Phone Call,2026-05-27 07:01:43,7,Completed,Disease Education,Patient Population,True,2026-06-03 07:01:43,REP019,South,Representative,Veeva_CRM
VEEEVT00000336,HCP0049,INT0000336,CAMP0022,DRUG008,In-Person Visit,2026-05-27 07:16:18,52,Completed,Disease Education,Efficacy,False,,REP015,North,Representative,Veeva_CRM
VEEEVT00003040,HCP0436,INT0003040,CAMP0024,DRUG008,In-Person Visit,2026-05-27 07:24:26,54,Completed,Treatment Update,Dosage,False,,REP012,North,Representative,Veeva_CRM
VEEEVT00012228,HCP1741,INT0012228,CAMP0022,DRUG008,Phone Call,2026-05-27 07:28:57,9,Completed,Product Discussion,Dosage,True,2026-05-29 07:28:57,REP025,North,Representative,Veeva_CRM
VEEEVT00006932,HCP0989,INT0006932,CAMP0014,DRUG005,In-Person Visit,2026-05-27 07:29:05,51,Completed,Disease Education,Efficacy,False,,REP017,North,Representative,Veeva_CRM
VEEEVT00000569,HCP0085,INT0000569,CAMP0013,DRUG005,In-Person Visit,2026-05-27 07:35:49,55,Completed,Clinical Evidence,Safety,True,2026-06-09 07:35:49,REP010,West,Representative,Veeva_CRM
VEEEVT00012873,HCP1831,INT0012873,CAMP0009,DRUG003,Phone Call,2026-05-27 07:43:31,15,Completed,Follow-up Discussion,Clinical Evidence,True,2026-06-02 07:43:31,REP024,East,Representative,Veeva_CRM
VEEEVT00009111,HCP1299,INT0009111,CAMP0020,DRUG007,In-Person Visit,2026-05-27 08:03:23,44,Completed,Disease Education,Safety,True,2026-06-04 08:03:23,REP011,West,Representative,Veeva_CRM
VEEEVT00010867,HCP1551,INT0010867,CAMP0010,DRUG004,Phone Call,2026-05-27 08:11:48,11,No Show,Disease Education,Safety,False,,REP025,South,Representative,Veeva_CRM
VEEEVT00011547,HCP1642,INT0011547,CAMP0022,DRUG008,Phone Call,2026-05-27 08:23:46,20,Completed,Disease Education,Efficacy,False,,REP018,North,Representative,Veeva_CRM
VEEEVT00007402,HCP1057,INT0007402,CAMP0007,DRUG003,In-Person Visit,2026-05-27 08:57:22,38,Completed,New Product Introduction,Efficacy,True,2026-05-30 08:57:22,REP018,South,Representative,Veeva_CRM
VEEEVT00009325,HCP1333,INT0009325,CAMP0008,DRUG003,Phone Call,2026-05-27 09:10:06,16,Completed,Product Discussion,Clinical Evidence,True,2026-05-30 09:10:06,REP015,South,Representative,Veeva_CRM
VEEEVT00013759,HCP1957,INT0013759,CAMP0010,DRUG004,Phone Call,2026-05-27 09:43:27,5,Completed,Disease Education,Product Information,False,,REP011,South,Representative,Veeva_CRM
VEEEVT00002120,HCP0309,INT0002120,CAMP0012,DRUG004,In-Person Visit,2026-05-27 10:47:48,49,Completed,Treatment Update,Product Information,False,,REP015,East,Representative,Veeva_CRM
VEEEVT00004384,HCP0626,INT0004384,CAMP0008,DRUG003,In-Person Visit,2026-05-27 10:57:11,58,Completed,Disease Education,Treatment Guidelines,False,,REP030,North,Representative,Veeva_CRM
VEEEVT00006063,HCP0866,INT0006063,CAMP0008,DRUG003,Virtual Meeting,2026-05-27 11:44:29,20,Completed,Clinical Evidence,Patient Population,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00000204,HCP0029,INT0000204,CAMP0013,DRUG005,Virtual Meeting,2026-05-27 11:48:38,16,Completed,Treatment Update,Efficacy,True,2026-06-05 11:48:38,REP008,North,Representative,Veeva_CRM
VEEEVT00004935,HCP0706,INT0004935,CAMP0006,DRUG002,In-Person Visit,2026-05-27 13:18:56,39,Completed,Clinical Evidence,Treatment Guidelines,False,,REP013,North,Representative,Veeva_CRM
VEEEVT00013805,HCP1963,INT0013805,CAMP0023,DRUG008,Phone Call,2026-05-27 13:31:26,12,Completed,Treatment Update,Dosage,False,,REP010,East,Representative,Veeva_CRM
VEEEVT00012183,HCP1735,INT0012183,CAMP0022,DRUG008,In-Person Visit,2026-05-27 13:55:17,32,Completed,New Product Introduction,Efficacy,False,,REP029,North,Representative,Veeva_CRM
VEEEVT00004831,HCP0691,INT0004831,CAMP0007,DRUG003,In-Person Visit,2026-05-27 14:08:01,25,Completed,Clinical Evidence,Efficacy,False,,REP028,North,Representative,Veeva_CRM
VEEEVT00012326,HCP1755,INT0012326,CAMP0002,DRUG001,Phone Call,2026-05-27 14:17:13,12,Completed,Follow-up Discussion,Efficacy,False,,REP022,North,Representative,Veeva_CRM
VEEEVT00011104,HCP1582,INT0011104,CAMP0002,DRUG001,In-Person Visit,2026-05-27 14:17:28,53,Completed,Disease Education,Efficacy,True,2026-06-06 14:17:28,REP030,North,Representative,Veeva_CRM
VEEEVT00010342,HCP1476,INT0010342,CAMP0014,DRUG005,In-Person Visit,2026-05-27 14:48:20,37,Completed,Clinical Evidence,Treatment Guidelines,False,,REP012,East,Representative,Veeva_CRM
VEEEVT00013613,HCP1934,INT0013613,CAMP0002,DRUG001,Phone Call,2026-05-27 14:58:54,6,Completed,New Product Introduction,Safety,False,,REP002,West,Representative,Veeva_CRM
VEEEVT00008232,HCP1174,INT0008232,CAMP0004,DRUG002,In-Person Visit,2026-05-27 15:04:05,59,Completed,Treatment Update,Efficacy,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00004437,HCP0633,INT0004437,CAMP0004,DRUG002,In-Person Visit,2026-05-27 16:12:56,45,Completed,Product Discussion,Dosage,False,,REP001,South,Representative,Veeva_CRM
VEEEVT00001807,HCP0260,INT0001807,CAMP0015,DRUG005,Phone Call,2026-05-27 17:05:06,9,Completed,Follow-up Discussion,Safety,False,,REP003,West,Representative,Veeva_CRM
VEEEVT00006464,HCP0923,INT0006464,CAMP0020,DRUG007,In-Person Visit,2026-05-27 17:55:41,36,Completed,Disease Education,Patient Population,False,,REP003,West,Representative,Veeva_CRM
VEEEVT00005668,HCP0809,INT0005668,CAMP0004,DRUG002,Phone Call,2026-05-27 17:59:26,7,Cancelled,Product Discussion,Efficacy,False,,REP019,South,Representative,Veeva_CRM
VEEEVT00008797,HCP1253,INT0008797,CAMP0021,DRUG007,In-Person Visit,2026-05-27 18:04:48,28,Completed,New Product Introduction,Clinical Evidence,False,,REP021,West,Representative,Veeva_CRM
VEEEVT00013253,HCP1885,INT0013253,CAMP0001,DRUG001,In-Person Visit,2026-05-27 18:36:11,31,Completed,Treatment Update,Clinical Evidence,True,2026-05-31 18:36:11,REP007,West,Representative,Veeva_CRM
VEEEVT00004017,HCP0576,INT0004017,CAMP0017,DRUG006,In-Person Visit,2026-05-27 18:38:34,26,Completed,Treatment Update,Treatment Guidelines,True,2026-06-03 18:38:34,REP004,East,Representative,Veeva_CRM
VEEEVT00012989,HCP1847,INT0012989,CAMP0008,DRUG003,Virtual Meeting,2026-05-27 18:59:45,30,Completed,Treatment Update,Dosage,True,2026-05-31 18:59:45,REP004,East,Representative,Veeva_CRM
VEEEVT00011363,HCP1620,INT0011363,CAMP0017,DRUG006,Virtual Meeting,2026-05-27 19:12:50,44,Completed,Disease Education,Dosage,False,,REP014,North,Representative,Veeva_CRM
VEEEVT00011645,HCP1654,INT0011645,CAMP0010,DRUG004,In-Person Visit,2026-05-27 19:42:53,51,Completed,New Product Introduction,Treatment Guidelines,False,,REP011,East,Representative,Veeva_CRM
VEEEVT00004543,HCP0649,INT0004543,CAMP0013,DRUG005,In-Person Visit,2026-05-27 20:47:32,59,Cancelled,Treatment Update,Treatment Guidelines,False,,REP008,East,Representative,Veeva_CRM
VEEEVT00000085,HCP0014,INT0000085,CAMP0001,DRUG001,Phone Call,2026-05-27 20:48:24,14,Completed,New Product Introduction,Patient Population,True,2026-06-08 20:48:24,REP008,West,Representative,Veeva_CRM
VEEEVT00010335,HCP1475,INT0010335,CAMP0021,DRUG007,Phone Call,2026-05-27 20:49:52,11,Completed,Treatment Update,Product Information,False,,REP025,West,Representative,Veeva_CRM
VEEEVT00006337,HCP0904,INT0006337,CAMP0005,DRUG002,In-Person Visit,2026-05-27 20:54:23,49,Completed,Product Discussion,Dosage,False,,REP005,South,Representative,Veeva_CRM
VEEEVT00009083,HCP1293,INT0009083,CAMP0016,DRUG006,In-Person Visit,2026-05-27 20:59:11,30,Completed,Disease Education,Treatment Guidelines,True,2026-06-09 20:59:11,REP023,South,Representative,Veeva_CRM
VEEEVT00007631,HCP1089,INT0007631,CAMP0023,DRUG008,Phone Call,2026-05-27 21:24:14,11,Completed,New Product Introduction,Efficacy,True,2026-06-06 21:24:14,REP018,South,Representative,Veeva_CRM
VEEEVT00012262,HCP1746,INT0012262,CAMP0009,DRUG003,Phone Call,2026-05-27 21:59:37,13,No Show,Disease Education,Treatment Guidelines,False,,REP003,North,Representative,Veeva_CRM
VEEEVT00010958,HCP1563,INT0010958,CAMP0011,DRUG004,In-Person Visit,2026-05-27 22:17:33,32,Completed,Disease Education,Product Information,True,2026-05-29 22:17:33,REP022,East,Representative,Veeva_CRM
VEEEVT00011968,HCP1700,INT0011968,CAMP0004,DRUG002,In-Person Visit,2026-05-27 22:19:13,30,No Show,Follow-up Discussion,Patient Population,False,,REP015,West,Representative,Veeva_CRM
VEEEVT00009058,HCP1290,INT0009058,CAMP0013,DRUG005,Virtual Meeting,2026-05-27 22:20:03,43,Completed,New Product Introduction,Product Information,True,2026-06-08 22:20:03,REP025,South,Representative,Veeva_CRM
VEEEVT00000712,HCP0106,INT0000712,CAMP0022,DRUG008,In-Person Visit,2026-05-27 22:20:21,28,Cancelled,Follow-up Discussion,Dosage,False,,REP029,West,Representative,Veeva_CRM
VEEEVT00013937,HCP1980,INT0013937,CAMP0012,DRUG004,In-Person Visit,2026-05-27 22:22:28,40,Completed,Product Discussion,Treatment Guidelines,False,,REP029,East,Representative,Veeva_CRM
VEEEVT00008140,HCP1162,INT0008140,CAMP0019,DRUG007,Phone Call,2026-05-27 22:29:33,11,Completed,Disease Education,Product Information,False,,REP020,West,Representative,Veeva_CRM
VEEEVT00001728,HCP0248,INT0001728,CAMP0011,DRUG004,Virtual Meeting,2026-05-27 22:53:03,37,Completed,Disease Education,Efficacy,False,,REP023,West,Representative,Veeva_CRM
VEEEVT00009991,HCP1426,INT0009991,CAMP0023,DRUG008,Virtual Meeting,2026-05-27 22:56:20,41,Completed,Disease Education,Treatment Guidelines,False,,REP026,North,Representative,Veeva_CRM
VEEEVT00003140,HCP0453,INT0003140,CAMP0017,DRUG006,Virtual Meeting,2026-05-27 23:14:44,18,Cancelled,Treatment Update,Treatment Guidelines,False,,REP008,West,Representative,Veeva_CRM
VEEEVT00009762,HCP1392,INT0009762,CAMP0023,DRUG008,In-Person Visit,2026-05-27 23:19:06,32,Completed,Clinical Evidence,Product Information,False,,REP021,East,Representative,Veeva_CRM
VEEEVT00007572,HCP1081,INT0007572,CAMP0010,DRUG004,Virtual Meeting,2026-05-28 00:24:04,29,Cancelled,Clinical Evidence,Safety,False,,REP019,East,Representative,Veeva_CRM
VEEEVT00007247,HCP1035,INT0007247,CAMP0015,DRUG005,Phone Call,2026-05-28 00:25:27,13,Completed,Clinical Evidence,Patient Population,True,2026-06-01 00:25:27,REP023,North,Representative,Veeva_CRM
VEEEVT00010276,HCP1468,INT0010276,CAMP0004,DRUG002,Phone Call,2026-05-28 00:41:02,17,Completed,Clinical Evidence,Patient Population,True,2026-05-30 00:41:02,REP006,East,Representative,Veeva_CRM
VEEEVT00007721,HCP1102,INT0007721,CAMP0009,DRUG003,In-Person Visit,2026-05-28 02:20:15,26,Completed,Disease Education,Dosage,False,,REP017,East,Representative,Veeva_CRM
VEEEVT00003858,HCP0557,INT0003858,CAMP0003,DRUG001,Phone Call,2026-05-28 02:26:47,8,Completed,Follow-up Discussion,Efficacy,False,,REP001,West,Representative,Veeva_CRM
VEEEVT00002665,HCP0382,INT0002665,CAMP0007,DRUG003,Phone Call,2026-05-28 02:54:17,7,Completed,Follow-up Discussion,Safety,False,,REP020,West,Representative,Veeva_CRM
VEEEVT00009398,HCP1342,INT0009398,CAMP0013,DRUG005,In-Person Visit,2026-05-28 03:27:40,60,Completed,Follow-up Discussion,Safety,True,2026-06-02 03:27:40,REP015,North,Representative,Veeva_CRM
VEEEVT00013247,HCP1884,INT0013247,CAMP0004,DRUG002,Phone Call,2026-05-28 04:20:33,17,Cancelled,Treatment Update,Safety,False,,REP009,West,Representative,Veeva_CRM
VEEEVT00000452,HCP0067,INT0000452,CAMP0013,DRUG005,In-Person Visit,2026-05-28 05:01:28,51,Completed,Follow-up Discussion,Efficacy,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00010459,HCP1497,INT0010459,CAMP0022,DRUG008,Virtual Meeting,2026-05-28 05:19:29,15,Completed,Disease Education,Safety,False,,REP007,East,Representative,Veeva_CRM
VEEEVT00012578,HCP1792,INT0012578,CAMP0011,DRUG004,In-Person Visit,2026-05-28 06:26:52,30,Completed,Treatment Update,Dosage,False,,REP006,North,Representative,Veeva_CRM
VEEEVT00005123,HCP0733,INT0005123,CAMP0014,DRUG005,In-Person Visit,2026-05-28 06:42:24,51,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP012,West,Representative,Veeva_CRM
VEEEVT00002308,HCP0336,INT0002308,CAMP0010,DRUG004,In-Person Visit,2026-05-28 07:06:06,42,Completed,New Product Introduction,Patient Population,True,2026-06-10 07:06:06,REP019,West,Representative,Veeva_CRM
VEEEVT00007025,HCP1001,INT0007025,CAMP0019,DRUG007,Phone Call,2026-05-28 07:17:44,13,Cancelled,Product Discussion,Dosage,False,,REP007,East,Representative,Veeva_CRM
VEEEVT00005162,HCP0739,INT0005162,CAMP0024,DRUG008,In-Person Visit,2026-05-28 07:21:18,58,Cancelled,New Product Introduction,Product Information,False,,REP021,North,Representative,Veeva_CRM
VEEEVT00006313,HCP0900,INT0006313,CAMP0019,DRUG007,In-Person Visit,2026-05-28 07:23:43,26,Completed,Disease Education,Safety,True,2026-06-07 07:23:43,REP028,East,Representative,Veeva_CRM
VEEEVT00003225,HCP0466,INT0003225,CAMP0024,DRUG008,In-Person Visit,2026-05-28 07:37:12,28,Completed,Follow-up Discussion,Clinical Evidence,True,2026-05-31 07:37:12,REP019,West,Representative,Veeva_CRM
VEEEVT00000668,HCP0100,INT0000668,CAMP0005,DRUG002,Virtual Meeting,2026-05-28 08:26:13,29,Completed,Disease Education,Clinical Evidence,False,,REP002,West,Representative,Veeva_CRM
VEEEVT00007056,HCP1005,INT0007056,CAMP0020,DRUG007,Virtual Meeting,2026-05-28 08:41:19,16,Completed,Follow-up Discussion,Dosage,True,2026-06-07 08:41:19,REP010,South,Representative,Veeva_CRM
VEEEVT00009939,HCP1419,INT0009939,CAMP0014,DRUG005,Virtual Meeting,2026-05-28 09:01:19,34,Completed,Clinical Evidence,Patient Population,True,2026-06-06 09:01:19,REP002,West,Representative,Veeva_CRM
VEEEVT00002846,HCP0409,INT0002846,CAMP0002,DRUG001,Virtual Meeting,2026-05-28 09:56:06,26,Cancelled,Disease Education,Efficacy,False,,REP006,South,Representative,Veeva_CRM
VEEEVT00013429,HCP1909,INT0013429,CAMP0013,DRUG005,Phone Call,2026-05-28 10:05:08,15,Completed,Disease Education,Safety,False,,REP024,North,Representative,Veeva_CRM
VEEEVT00013402,HCP1904,INT0013402,CAMP0010,DRUG004,In-Person Visit,2026-05-28 11:38:55,32,Completed,Treatment Update,Efficacy,True,2026-06-09 11:38:55,REP014,East,Representative,Veeva_CRM
VEEEVT00009205,HCP1313,INT0009205,CAMP0009,DRUG003,Virtual Meeting,2026-05-28 11:48:49,42,Completed,Disease Education,Safety,True,2026-06-10 11:48:49,REP014,East,Representative,Veeva_CRM
VEEEVT00008268,HCP1181,INT0008268,CAMP0012,DRUG004,Phone Call,2026-05-28 11:56:36,12,Completed,Disease Education,Clinical Evidence,False,,REP020,West,Representative,Veeva_CRM
VEEEVT00006193,HCP0883,INT0006193,CAMP0008,DRUG003,In-Person Visit,2026-05-28 12:20:45,56,Completed,Clinical Evidence,Efficacy,True,2026-06-09 12:20:45,REP012,North,Representative,Veeva_CRM
VEEEVT00007273,HCP1039,INT0007273,CAMP0021,DRUG007,Phone Call,2026-05-28 12:23:50,5,Cancelled,Treatment Update,Product Information,False,,REP013,South,Representative,Veeva_CRM
VEEEVT00004364,HCP0624,INT0004364,CAMP0001,DRUG001,Virtual Meeting,2026-05-28 12:56:02,32,Completed,Product Discussion,Patient Population,False,,REP025,North,Representative,Veeva_CRM
VEEEVT00011395,HCP1624,INT0011395,CAMP0007,DRUG003,Virtual Meeting,2026-05-28 12:56:39,16,Completed,Clinical Evidence,Patient Population,True,2026-06-06 12:56:39,REP027,West,Representative,Veeva_CRM
VEEEVT00012398,HCP1764,INT0012398,CAMP0010,DRUG004,In-Person Visit,2026-05-28 14:40:59,43,Completed,Follow-up Discussion,Dosage,False,,REP025,South,Representative,Veeva_CRM
VEEEVT00003196,HCP0462,INT0003196,CAMP0010,DRUG004,Phone Call,2026-05-28 16:17:34,15,Completed,Disease Education,Clinical Evidence,False,,REP028,South,Representative,Veeva_CRM
VEEEVT00013369,HCP1900,INT0013369,CAMP0011,DRUG004,Phone Call,2026-05-28 17:34:25,12,Completed,Treatment Update,Patient Population,False,,REP011,South,Representative,Veeva_CRM
VEEEVT00007058,HCP1006,INT0007058,CAMP0015,DRUG005,In-Person Visit,2026-05-28 17:46:39,25,Completed,Clinical Evidence,Clinical Evidence,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00006693,HCP0954,INT0006693,CAMP0003,DRUG001,Phone Call,2026-05-28 18:34:41,19,Completed,Disease Education,Patient Population,True,2026-05-31 18:34:41,REP015,East,Representative,Veeva_CRM
